ent,sex,year,mes,saltrim
Oaxaca,Hombre,2014,12,23602.627
Puebla,Hombre,2014,12,24092.732
Querétaro,Hombre,2014,12,29285.943
Quintana Roo,Hombre,2014,12,27962.068
San Luis Potosí,Hombre,2014,12,25066.508
Sinaloa,Hombre,2014,12,32073.061
Sonora,Hombre,2014,12,34160.59
Tabasco,Hombre,2014,12,30974.602
Tamaulipas,Hombre,2014,12,27916.512
Tlaxcala,Hombre,2014,12,20321.408
Veracruz de Ignacio de la Llave,Hombre,2014,12,22534.234
Yucatán,Hombre,2014,12,24330.227
Zacatecas,Hombre,2014,12,24898.912
Aguascalientes,Hombre,2015,3,24776.922
Baja California,Hombre,2015,3,30033.498
Baja California Sur,Hombre,2015,3,37346.523
Campeche,Hombre,2015,3,27878.127
Coahuila de Zaragoza,Hombre,2015,3,29553.043
Colima,Hombre,2015,3,30360.721
Chiapas,Hombre,2015,3,21824.344
Chihuahua,Hombre,2015,3,30280.695
Ciudad de México,Hombre,2015,3,31374.27
Durango,Hombre,2015,3,24237.549
Guanajuato,Hombre,2015,3,25576.275
Guerrero,Hombre,2015,3,22225.002
Hidalgo,Hombre,2015,3,28478.398
Jalisco,Hombre,2015,3,30356.813
México,Hombre,2015,3,25075.467
Michoacán de Ocampo,Hombre,2015,3,28113.652
Morelos,Hombre,2015,3,22605.029
Nayarit,Hombre,2015,3,26906.184
Nuevo León,Hombre,2015,3,32434.549
Oaxaca,Hombre,2015,3,23763.225
Puebla,Hombre,2015,3,24913.295
Querétaro,Hombre,2015,3,29546.162
Quintana Roo,Hombre,2015,3,29442.887
San Luis Potosí,Hombre,2015,3,25427.004
Sinaloa,Hombre,2015,3,32260.986
Sonora,Hombre,2015,3,33737.086
Tabasco,Hombre,2015,3,31397.094
Tamaulipas,Hombre,2015,3,27434.496
Tlaxcala,Hombre,2015,3,20901.486
Veracruz de Ignacio de la Llave,Hombre,2015,3,23789.959
Yucatán,Hombre,2015,3,23761.199
Zacatecas,Hombre,2015,3,26643.727
Aguascalientes,Hombre,2015,6,24867.975
Baja California,Hombre,2015,6,29685.484
Baja California Sur,Hombre,2015,6,38011.551
Campeche,Hombre,2015,6,29186.875
Coahuila de Zaragoza,Hombre,2015,6,30914.729
Colima,Hombre,2015,6,31270.365
Chiapas,Hombre,2015,6,22437.846
Chihuahua,Hombre,2015,6,31662.777
Ciudad de México,Hombre,2015,6,29878.633
Durango,Hombre,2015,6,24896.213
Guanajuato,Hombre,2015,6,26419.432
Guerrero,Hombre,2015,6,22728.711
Hidalgo,Hombre,2015,6,28669.512
Jalisco,Hombre,2015,6,29396.777
México,Hombre,2015,6,24000.604
Michoacán de Ocampo,Hombre,2015,6,28626.189
Morelos,Hombre,2015,6,22025.25
Nayarit,Hombre,2015,6,28036.357
Nuevo León,Hombre,2015,6,31590.824
Oaxaca,Hombre,2015,6,24486.572
Puebla,Hombre,2015,6,24967.457
Querétaro,Hombre,2015,6,32263.316
Quintana Roo,Hombre,2015,6,30649.162
San Luis Potosí,Hombre,2015,6,25991.189
Sinaloa,Hombre,2015,6,33006.27
Sonora,Hombre,2015,6,34601.125
Tabasco,Hombre,2015,6,30905.289
Tamaulipas,Hombre,2015,6,27530.936
Tlaxcala,Hombre,2015,6,21327.924
Veracruz de Ignacio de la Llave,Hombre,2015,6,24025.654
Yucatán,Hombre,2015,6,24592.008
Zacatecas,Hombre,2015,6,27691.678
Aguascalientes,Hombre,2015,9,25756.133
Baja California,Hombre,2015,9,29858.242
Baja California Sur,Hombre,2015,9,36738.855
Campeche,Hombre,2015,9,27258.24
Coahuila de Zaragoza,Hombre,2015,9,30997.773
Colima,Hombre,2015,9,30718.02
Chiapas,Hombre,2015,9,22726.09
Chihuahua,Hombre,2015,9,30886.055
Ciudad de México,Hombre,2015,9,32897.699
Durango,Hombre,2015,9,25948.586
Guanajuato,Hombre,2015,9,27019.492
Guerrero,Hombre,2015,9,22962.373
Hidalgo,Hombre,2015,9,27195.186
Jalisco,Hombre,2015,9,30567.006
México,Hombre,2015,9,24619.742
Michoacán de Ocampo,Hombre,2015,9,28968.561
Morelos,Hombre,2015,9,21584.453
Nayarit,Hombre,2015,9,28231.66
Nuevo León,Hombre,2015,9,32900.719
Oaxaca,Hombre,2015,9,23900.391
Puebla,Hombre,2015,9,24577.766
Querétaro,Hombre,2015,9,30488.391
Quintana Roo,Hombre,2015,9,30227.396
San Luis Potosí,Hombre,2015,9,25581.357
Sinaloa,Hombre,2015,9,32490.76
Sonora,Hombre,2015,9,33620.504
Tabasco,Hombre,2015,9,30816.432
Tamaulipas,Hombre,2015,9,26906.092
Tlaxcala,Hombre,2015,9,20968.084
Veracruz de Ignacio de la Llave,Hombre,2015,9,23820.107
Yucatán,Hombre,2015,9,25729.627
Zacatecas,Hombre,2015,9,28406.816
Aguascalientes,Hombre,2015,12,26058.791
Baja California,Hombre,2015,12,30002.918
Baja California Sur,Hombre,2015,12,37921.77
Campeche,Hombre,2015,12,28119.863
Coahuila de Zaragoza,Hombre,2015,12,31846.361
Colima,Hombre,2015,12,31194.959
Chiapas,Hombre,2015,12,21355.178
Chihuahua,Hombre,2015,12,32638.447
Ciudad de México,Hombre,2015,12,31892.648
Durango,Hombre,2015,12,24597.164
Guanajuato,Hombre,2015,12,26388.725
Guerrero,Hombre,2015,12,21339.674
Hidalgo,Hombre,2015,12,26682.43
Jalisco,Hombre,2015,12,30728.486
México,Hombre,2015,12,25049.287
Michoacán de Ocampo,Hombre,2015,12,27219.27
Morelos,Hombre,2015,12,21247.43
Nayarit,Hombre,2015,12,28304.93
Nuevo León,Hombre,2015,12,32418.646
Oaxaca,Hombre,2015,12,24842.383
Puebla,Hombre,2015,12,25531.836
Querétaro,Hombre,2015,12,28473.859
Quintana Roo,Hombre,2015,12,29058.521
San Luis Potosí,Hombre,2015,12,26669.078
Sinaloa,Hombre,2015,12,31428.379
Sonora,Hombre,2015,12,34083.789
Tabasco,Hombre,2015,12,30775.102
Tamaulipas,Hombre,2015,12,27145.652
Tlaxcala,Hombre,2015,12,21254.967
Veracruz de Ignacio de la Llave,Hombre,2015,12,23093.471
Yucatán,Hombre,2015,12,24622.975
Zacatecas,Hombre,2015,12,28360.475
Aguascalientes,Hombre,2016,3,26276.828
Baja California,Hombre,2016,3,29761.777
Baja California Sur,Hombre,2016,3,38008.609
Campeche,Hombre,2016,3,28086.053
Coahuila de Zaragoza,Hombre,2016,3,31137.896
Colima,Hombre,2016,3,31134.561
Chiapas,Hombre,2016,3,22072.777
Chihuahua,Hombre,2016,3,32335.701
Ciudad de México,Hombre,2016,3,30619.992
Durango,Hombre,2016,3,25656.176
Guanajuato,Hombre,2016,3,26884.502
Guerrero,Hombre,2016,3,21667.387
Hidalgo,Hombre,2016,3,27171.418
Jalisco,Hombre,2016,3,30853.316
México,Hombre,2016,3,25148.197
Michoacán de Ocampo,Hombre,2016,3,27702.379
Morelos,Hombre,2016,3,22188.23
Nayarit,Hombre,2016,3,28736.088
Nuevo León,Hombre,2016,3,32256.869
Oaxaca,Hombre,2016,3,23685.246
Puebla,Hombre,2016,3,25281.391
Querétaro,Hombre,2016,3,31315.168
Quintana Roo,Hombre,2016,3,30188.213
San Luis Potosí,Hombre,2016,3,26333.498
Sinaloa,Hombre,2016,3,31537.668
Sonora,Hombre,2016,3,34412.793
Tabasco,Hombre,2016,3,29636.764
Tamaulipas,Hombre,2016,3,28712.643
Tlaxcala,Hombre,2016,3,21603.166
Veracruz de Ignacio de la Llave,Hombre,2016,3,23503.867
Yucatán,Hombre,2016,3,25169.357
Zacatecas,Hombre,2016,3,28103.844
Aguascalientes,Hombre,2016,6,26604.496
Baja California,Hombre,2016,6,30296.379
Baja California Sur,Hombre,2016,6,36967.152
Campeche,Hombre,2016,6,27860.619
Coahuila de Zaragoza,Hombre,2016,6,32146.525
Colima,Hombre,2016,6,31124.885
Chiapas,Hombre,2016,6,22004.162
Chihuahua,Hombre,2016,6,34836.996
Ciudad de México,Hombre,2016,6,32078.334
Durango,Hombre,2016,6,26136.703
Guanajuato,Hombre,2016,6,27419.443
Guerrero,Hombre,2016,6,20890.734
Hidalgo,Hombre,2016,6,26785.434
Jalisco,Hombre,2016,6,30751.049
México,Hombre,2016,6,23862.066
Michoacán de Ocampo,Hombre,2016,6,28305.604
Morelos,Hombre,2016,6,21994.514
Nayarit,Hombre,2016,6,28495.93
Nuevo León,Hombre,2016,6,33286.504
Oaxaca,Hombre,2016,6,23240.742
Puebla,Hombre,2016,6,24759.133
Querétaro,Hombre,2016,6,30971.676
Quintana Roo,Hombre,2016,6,30249.293
San Luis Potosí,Hombre,2016,6,27685.414
Sinaloa,Hombre,2016,6,33552.125
Sonora,Hombre,2016,6,34778.93
Tabasco,Hombre,2016,6,28287.697
Tamaulipas,Hombre,2016,6,28641.984
Tlaxcala,Hombre,2016,6,22365.781
Veracruz de Ignacio de la Llave,Hombre,2016,6,23440.195
Yucatán,Hombre,2016,6,24447.553
Zacatecas,Hombre,2016,6,27898.979
Aguascalientes,Hombre,2016,9,26999.836
Baja California,Hombre,2016,9,32268.682
Baja California Sur,Hombre,2016,9,38752.789
Campeche,Hombre,2016,9,26782.838
Coahuila de Zaragoza,Hombre,2016,9,31559.916
Colima,Hombre,2016,9,31070.646
Chiapas,Hombre,2016,9,21794.766
Chihuahua,Hombre,2016,9,34399.582
Ciudad de México,Hombre,2016,9,32304.969
Durango,Hombre,2016,9,25843.457
Guanajuato,Hombre,2016,9,27049.379
Guerrero,Hombre,2016,9,21014.338
Hidalgo,Hombre,2016,9,27535.164
Jalisco,Hombre,2016,9,31646.336
México,Hombre,2016,9,24389.268
Michoacán de Ocampo,Hombre,2016,9,27578.27
Morelos,Hombre,2016,9,22396.117
Nayarit,Hombre,2016,9,28998.738
Nuevo León,Hombre,2016,9,33028.816
Oaxaca,Hombre,2016,9,23946.887
Puebla,Hombre,2016,9,25948.594
Querétaro,Hombre,2016,9,30896.43
Quintana Roo,Hombre,2016,9,30864.148
San Luis Potosí,Hombre,2016,9,27106.52
Sinaloa,Hombre,2016,9,32093.102
Sonora,Hombre,2016,9,32919.723
Tabasco,Hombre,2016,9,27632.584
Tamaulipas,Hombre,2016,9,28794.535
Tlaxcala,Hombre,2016,9,21325.408
Veracruz de Ignacio de la Llave,Hombre,2016,9,23255.592
Yucatán,Hombre,2016,9,24956.371
Zacatecas,Hombre,2016,9,27873.361
Aguascalientes,Hombre,2016,12,26724.723
Baja California,Hombre,2016,12,30576.914
Baja California Sur,Hombre,2016,12,39560.539
Campeche,Hombre,2016,12,27258.121
Coahuila de Zaragoza,Hombre,2016,12,30623.219
Colima,Hombre,2016,12,30625.332
Chiapas,Hombre,2016,12,22169.256
Chihuahua,Hombre,2016,12,34593.668
Ciudad de México,Hombre,2016,12,33915.023
Durango,Hombre,2016,12,25272.553
Guanajuato,Hombre,2016,12,26846.43
Guerrero,Hombre,2016,12,20948.902
Hidalgo,Hombre,2016,12,28554.541
Jalisco,Hombre,2016,12,30351.967
México,Hombre,2016,12,24679.438
Michoacán de Ocampo,Hombre,2016,12,27176.549
Morelos,Hombre,2016,12,21345.818
Nayarit,Hombre,2016,12,27946.354
Nuevo León,Hombre,2016,12,34373.156
Oaxaca,Hombre,2016,12,24416.332
Puebla,Hombre,2016,12,24695.486
Querétaro,Hombre,2016,12,29362.178
Quintana Roo,Hombre,2016,12,30789.863
San Luis Potosí,Hombre,2016,12,25018.174
Sinaloa,Hombre,2016,12,32622.359
Sonora,Hombre,2016,12,33151.781
Tabasco,Hombre,2016,12,26651.566
Tamaulipas,Hombre,2016,12,29375.975
Tlaxcala,Hombre,2016,12,21151.557
Veracruz de Ignacio de la Llave,Hombre,2016,12,22261.502
Yucatán,Hombre,2016,12,25336.385
Zacatecas,Hombre,2016,12,26748.496
Aguascalientes,Hombre,2017,3,26153.27
Baja California,Hombre,2017,3,29973.979
Baja California Sur,Hombre,2017,3,39076.617
Campeche,Hombre,2017,3,26060.08
Coahuila de Zaragoza,Hombre,2017,3,30575.555
Colima,Hombre,2017,3,30110.721
Chiapas,Hombre,2017,3,21266.719
Chihuahua,Hombre,2017,3,34482.066
Ciudad de México,Hombre,2017,3,30138.953
Durango,Hombre,2017,3,25744.658
Guanajuato,Hombre,2017,3,27329.004
Guerrero,Hombre,2017,3,21226.299
Hidalgo,Hombre,2017,3,26626.98
Jalisco,Hombre,2017,3,30067.713
México,Hombre,2017,3,24018.732
Michoacán de Ocampo,Hombre,2017,3,27897.469
Morelos,Hombre,2017,3,21726.451
Nayarit,Hombre,2017,3,28252.764
Nuevo León,Hombre,2017,3,34065.484
Oaxaca,Hombre,2017,3,23958.857
Puebla,Hombre,2017,3,24022.025
Querétaro,Hombre,2017,3,30262.154
Quintana Roo,Hombre,2017,3,29582.512
San Luis Potosí,Hombre,2017,3,26530.018
Sinaloa,Hombre,2017,3,32138.895
Sonora,Hombre,2017,3,35295.484
Tabasco,Hombre,2017,3,27860.598
Tamaulipas,Hombre,2017,3,26784.045
Tlaxcala,Hombre,2017,3,20803.621
Veracruz de Ignacio de la Llave,Hombre,2017,3,22157.367
Yucatán,Hombre,2017,3,25304.588
Zacatecas,Hombre,2017,3,27119.873
Aguascalientes,Hombre,2017,6,25441.857
Baja California,Hombre,2017,6,31541.082
Baja California Sur,Hombre,2017,6,39142.871
Campeche,Hombre,2017,6,25720.252
Coahuila de Zaragoza,Hombre,2017,6,31491.092
Colima,Hombre,2017,6,29792.836
Chiapas,Hombre,2017,6,21522.5
Chihuahua,Hombre,2017,6,33182.75
Ciudad de México,Hombre,2017,6,33233.664
Durango,Hombre,2017,6,26055.859
Guanajuato,Hombre,2017,6,26512.166
Guerrero,Hombre,2017,6,21167.391
Hidalgo,Hombre,2017,6,27311.701
Jalisco,Hombre,2017,6,30099.428
México,Hombre,2017,6,24120.604
Michoacán de Ocampo,Hombre,2017,6,27702.924
Morelos,Hombre,2017,6,21774.207
Nayarit,Hombre,2017,6,28048.961
Nuevo León,Hombre,2017,6,32885.262
Oaxaca,Hombre,2017,6,23687.813
Puebla,Hombre,2017,6,23980.918
Querétaro,Hombre,2017,6,30523.764
Quintana Roo,Hombre,2017,6,30278.863
San Luis Potosí,Hombre,2017,6,28135.625
Sinaloa,Hombre,2017,6,32609.584
Sonora,Hombre,2017,6,33823.914
Tabasco,Hombre,2017,6,26218.348
Tamaulipas,Hombre,2017,6,27608.166
Tlaxcala,Hombre,2017,6,20975.531
Veracruz de Ignacio de la Llave,Hombre,2017,6,21625.092
Yucatán,Hombre,2017,6,25481.178
Zacatecas,Hombre,2017,6,26703.693
Aguascalientes,Hombre,2017,9,25835.531
Baja California,Hombre,2017,9,30938.309
Baja California Sur,Hombre,2017,9,39733.016
Campeche,Hombre,2017,9,25364.625
Coahuila de Zaragoza,Hombre,2017,9,30238.707
Colima,Hombre,2017,9,30743.342
Chiapas,Hombre,2017,9,20704.631
Chihuahua,Hombre,2017,9,33108.703
Ciudad de México,Hombre,2017,9,31226.262
Durango,Hombre,2017,9,26020.789
Guanajuato,Hombre,2017,9,26550.021
Guerrero,Hombre,2017,9,21017.016
Hidalgo,Hombre,2017,9,27391.979
Jalisco,Hombre,2017,9,29616.621
México,Hombre,2017,9,23663.469
Michoacán de Ocampo,Hombre,2017,9,27333.934
Morelos,Hombre,2017,9,21751.652
Nayarit,Hombre,2017,9,27468.836
Nuevo León,Hombre,2017,9,32769.59
Oaxaca,Hombre,2017,9,24155.047
Puebla,Hombre,2017,9,24697.232
Querétaro,Hombre,2017,9,28936.734
Quintana Roo,Hombre,2017,9,29887.104
San Luis Potosí,Hombre,2017,9,28266.135
Sinaloa,Hombre,2017,9,31331.967
Sonora,Hombre,2017,9,33375.953
Tabasco,Hombre,2017,9,24953.885
Tamaulipas,Hombre,2017,9,27367.674
Tlaxcala,Hombre,2017,9,21348.133
Veracruz de Ignacio de la Llave,Hombre,2017,9,21011.563
Yucatán,Hombre,2017,9,25930
Zacatecas,Hombre,2017,9,26079.408
Aguascalientes,Hombre,2017,12,24967.297
Baja California,Hombre,2017,12,31242.77
Baja California Sur,Hombre,2017,12,38849.695
Campeche,Hombre,2017,12,26424.922
Coahuila de Zaragoza,Hombre,2017,12,30936.674
Colima,Hombre,2017,12,30815.268
Chiapas,Hombre,2017,12,21251.471
Chihuahua,Hombre,2017,12,33623.793
Ciudad de México,Hombre,2017,12,29757.746
Durango,Hombre,2017,12,24488.049
Guanajuato,Hombre,2017,12,26690.475
Guerrero,Hombre,2017,12,19666.684
Hidalgo,Hombre,2017,12,26030.18
Jalisco,Hombre,2017,12,29259.492
México,Hombre,2017,12,23376.771
Michoacán de Ocampo,Hombre,2017,12,27164.959
Morelos,Hombre,2017,12,21265.9
Nayarit,Hombre,2017,12,28641.719
Nuevo León,Hombre,2017,12,31995.99
Oaxaca,Hombre,2017,12,23207.035
Puebla,Hombre,2017,12,22893.084
Querétaro,Hombre,2017,12,29855.094
Quintana Roo,Hombre,2017,12,29839.645
San Luis Potosí,Hombre,2017,12,26034.598
Sinaloa,Hombre,2017,12,32239.949
Sonora,Hombre,2017,12,33335.734
Tabasco,Hombre,2017,12,24740.117
Tamaulipas,Hombre,2017,12,26172.834
Tlaxcala,Hombre,2017,12,20726.869
Veracruz de Ignacio de la Llave,Hombre,2017,12,20538.721
Yucatán,Hombre,2017,12,25343.105
Zacatecas,Hombre,2017,12,26002.914
Aguascalientes,Hombre,2018,3,24854.84
Baja California,Hombre,2018,3,31936.801
Baja California Sur,Hombre,2018,3,38071.117
Campeche,Hombre,2018,3,26130.42
Coahuila de Zaragoza,Hombre,2018,3,30331.221
Colima,Hombre,2018,3,32161.412
Chiapas,Hombre,2018,3,21085.043
Chihuahua,Hombre,2018,3,33723.645
Ciudad de México,Hombre,2018,3,30717.061
Durango,Hombre,2018,3,25031.73
Guanajuato,Hombre,2018,3,27440.891
Guerrero,Hombre,2018,3,21093.395
Hidalgo,Hombre,2018,3,26593.912
Jalisco,Hombre,2018,3,29741.988
México,Hombre,2018,3,23039.842
Michoacán de Ocampo,Hombre,2018,3,27663.832
Morelos,Hombre,2018,3,21483.775
Nayarit,Hombre,2018,3,28450.145
Nuevo León,Hombre,2018,3,32240.646
Oaxaca,Hombre,2018,3,23497.461
Puebla,Hombre,2018,3,24908.641
Querétaro,Hombre,2018,3,31235.686
Quintana Roo,Hombre,2018,3,29290.424
San Luis Potosí,Hombre,2018,3,27865.838
Sinaloa,Hombre,2018,3,30879.598
Sonora,Hombre,2018,3,32655.867
Tabasco,Hombre,2018,3,25684.674
Tamaulipas,Hombre,2018,3,27671.293
Tlaxcala,Hombre,2018,3,21994.016
Veracruz de Ignacio de la Llave,Hombre,2018,3,21305.666
Yucatán,Hombre,2018,3,25253.553
Zacatecas,Hombre,2018,3,25630.316
Aguascalientes,Hombre,2018,6,25747.072
Baja California,Hombre,2018,6,32923.133
Baja California Sur,Hombre,2018,6,38653.242
Campeche,Hombre,2018,6,26326.053
Coahuila de Zaragoza,Hombre,2018,6,31908.559
Colima,Hombre,2018,6,30828.213
Chiapas,Hombre,2018,6,21989.432
Chihuahua,Hombre,2018,6,33383.066
Ciudad de México,Hombre,2018,6,32541.816
Durango,Hombre,2018,6,26043.891
Guanajuato,Hombre,2018,6,27565.313
Guerrero,Hombre,2018,6,21722.715
Hidalgo,Hombre,2018,6,27225.76
Jalisco,Hombre,2018,6,30233.805
México,Hombre,2018,6,22978.672
Michoacán de Ocampo,Hombre,2018,6,28133.402
Morelos,Hombre,2018,6,21129.268
Nayarit,Hombre,2018,6,29788.225
Nuevo León,Hombre,2018,6,33273.082
Oaxaca,Hombre,2018,6,24238.596
Puebla,Hombre,2018,6,24345.914
Querétaro,Hombre,2018,6,30203.027
Quintana Roo,Hombre,2018,6,30401.406
San Luis Potosí,Hombre,2018,6,28744.311
Sinaloa,Hombre,2018,6,31573.186
Sonora,Hombre,2018,6,33924.871
Tabasco,Hombre,2018,6,26062.068
Tamaulipas,Hombre,2018,6,27627.582
Tlaxcala,Hombre,2018,6,21828.781
Veracruz de Ignacio de la Llave,Hombre,2018,6,22457.92
Yucatán,Hombre,2018,6,26312.658
Zacatecas,Hombre,2018,6,25494.42
Aguascalientes,Hombre,2018,9,25668.35
Baja California,Hombre,2018,9,31443.391
Baja California Sur,Hombre,2018,9,39274.629
Campeche,Hombre,2018,9,26183.742
Coahuila de Zaragoza,Hombre,2018,9,31006.906
Colima,Hombre,2018,9,32671.32
Chiapas,Hombre,2018,9,20949.553
Chihuahua,Hombre,2018,9,33690.445
Ciudad de México,Hombre,2018,9,31418.484
Durango,Hombre,2018,9,26010.303
Guanajuato,Hombre,2018,9,27723.574
Guerrero,Hombre,2018,9,21269.188
Hidalgo,Hombre,2018,9,28394.902
Jalisco,Hombre,2018,9,29842.961
México,Hombre,2018,9,22976.305
Michoacán de Ocampo,Hombre,2018,9,27723.279
Morelos,Hombre,2018,9,19906.678
Nayarit,Hombre,2018,9,29303.563
Nuevo León,Hombre,2018,9,32695.084
Oaxaca,Hombre,2018,9,24263.543
Puebla,Hombre,2018,9,24686.443
Querétaro,Hombre,2018,9,29777.74
Quintana Roo,Hombre,2018,9,30412.346
San Luis Potosí,Hombre,2018,9,27746.898
Sinaloa,Hombre,2018,9,31904.176
Sonora,Hombre,2018,9,31930.295
Tabasco,Hombre,2018,9,25582.646
Tamaulipas,Hombre,2018,9,27891.408
Tlaxcala,Hombre,2018,9,22117.453
Veracruz de Ignacio de la Llave,Hombre,2018,9,22104.932
Yucatán,Hombre,2018,9,25188.088
Zacatecas,Hombre,2018,9,26723.564
Aguascalientes,Hombre,2018,12,24629.182
Baja California,Hombre,2018,12,31203.068
Baja California Sur,Hombre,2018,12,37595.48
Campeche,Hombre,2018,12,25081.334
Coahuila de Zaragoza,Hombre,2018,12,30955.879
Colima,Hombre,2018,12,30440.502
Chiapas,Hombre,2018,12,20842.652
Chihuahua,Hombre,2018,12,32769.281
Ciudad de México,Hombre,2018,12,30562.283
Durango,Hombre,2018,12,25240.932
Guanajuato,Hombre,2018,12,27156.92
Guerrero,Hombre,2018,12,20445.813
Hidalgo,Hombre,2018,12,27763.51
Jalisco,Hombre,2018,12,30565.527
México,Hombre,2018,12,23203.967
Michoacán de Ocampo,Hombre,2018,12,27154.986
Morelos,Hombre,2018,12,20464.232
Nayarit,Hombre,2018,12,28427.855
Nuevo León,Hombre,2018,12,32245.012
Oaxaca,Hombre,2018,12,23380.752
Puebla,Hombre,2018,12,24661.084
Querétaro,Hombre,2018,12,30891.232
Quintana Roo,Hombre,2018,12,29093.885
San Luis Potosí,Hombre,2018,12,27828.867
Sinaloa,Hombre,2018,12,30817.828
Sonora,Hombre,2018,12,31869.004
Tabasco,Hombre,2018,12,24389.869
Tamaulipas,Hombre,2018,12,28412.047
Tlaxcala,Hombre,2018,12,20697.924
Veracruz de Ignacio de la Llave,Hombre,2018,12,21001.061
Yucatán,Hombre,2018,12,26178.363
Zacatecas,Hombre,2018,12,26375.631
Aguascalientes,Hombre,2019,3,25531.336
Baja California,Hombre,2019,3,34253.777
Baja California Sur,Hombre,2019,3,38119.922
Campeche,Hombre,2019,3,25354.064
Coahuila de Zaragoza,Hombre,2019,3,31844.484
Colima,Hombre,2019,3,31135.559
Chiapas,Hombre,2019,3,21556.961
Chihuahua,Hombre,2019,3,33777.324
Ciudad de México,Hombre,2019,3,30924.475
Durango,Hombre,2019,3,26284.299
Guanajuato,Hombre,2019,3,27955.078
Guerrero,Hombre,2019,3,20692.641
Hidalgo,Hombre,2019,3,26516.32
Jalisco,Hombre,2019,3,30076.977
México,Hombre,2019,3,23109.635
Michoacán de Ocampo,Hombre,2019,3,28688.684
Morelos,Hombre,2019,3,20275.959
Nayarit,Hombre,2019,3,29057.404
Nuevo León,Hombre,2019,3,33408.246
Oaxaca,Hombre,2019,3,23693.652
Puebla,Hombre,2019,3,23733.318
Querétaro,Hombre,2019,3,31422.252
Quintana Roo,Hombre,2019,3,30241.492
San Luis Potosí,Hombre,2019,3,28248.32
Sinaloa,Hombre,2019,3,31150.91
Sonora,Hombre,2019,3,31501.824
Tabasco,Hombre,2019,3,24984.682
Tamaulipas,Hombre,2019,3,28392.318
Tlaxcala,Hombre,2019,3,21064.246
Veracruz de Ignacio de la Llave,Hombre,2019,3,23040.57
Yucatán,Hombre,2019,3,25773.037
Zacatecas,Hombre,2019,3,27734.189
Aguascalientes,Hombre,2019,6,25689.076
Baja California,Hombre,2019,6,34360.703
Baja California Sur,Hombre,2019,6,37538.434
Campeche,Hombre,2019,6,26006.447
Coahuila de Zaragoza,Hombre,2019,6,33200.059
Colima,Hombre,2019,6,30824.104
Chiapas,Hombre,2019,6,20313.855
Chihuahua,Hombre,2019,6,34183.828
Ciudad de México,Hombre,2019,6,30193.189
Durango,Hombre,2019,6,27512.426
Guanajuato,Hombre,2019,6,28118.213
Guerrero,Hombre,2019,6,21036.168
Hidalgo,Hombre,2019,6,28052.619
Jalisco,Hombre,2019,6,30347.449
México,Hombre,2019,6,23543.576
Michoacán de Ocampo,Hombre,2019,6,26440.652
Morelos,Hombre,2019,6,19909.5
Nayarit,Hombre,2019,6,28613.205
Nuevo León,Hombre,2019,6,35008.73
Oaxaca,Hombre,2019,6,23473.145
Puebla,Hombre,2019,6,24777.672
Querétaro,Hombre,2019,6,31054.756
Quintana Roo,Hombre,2019,6,29576.27
San Luis Potosí,Hombre,2019,6,28507.922
Sinaloa,Hombre,2019,6,31137.389
Sonora,Hombre,2019,6,32343.672
Tabasco,Hombre,2019,6,24921.539
Tamaulipas,Hombre,2019,6,29671.857
Tlaxcala,Hombre,2019,6,21364.193
Veracruz de Ignacio de la Llave,Hombre,2019,6,21522.156
Yucatán,Hombre,2019,6,26636.564
Zacatecas,Hombre,2019,6,27624.967
Aguascalientes,Hombre,2019,9,27600.066
Baja California,Hombre,2019,9,35654.332
Baja California Sur,Hombre,2019,9,37010.277
Campeche,Hombre,2019,9,26899.738
Coahuila de Zaragoza,Hombre,2019,9,33478.855
Colima,Hombre,2019,9,31631.182
Chiapas,Hombre,2019,9,20847.148
Chihuahua,Hombre,2019,9,33888.395
Ciudad de México,Hombre,2019,9,29242.373
Durango,Hombre,2019,9,27786.361
Guanajuato,Hombre,2019,9,28375.076
Guerrero,Hombre,2019,9,21121.246
Hidalgo,Hombre,2019,9,26130.428
Jalisco,Hombre,2019,9,30372.516
México,Hombre,2019,9,22683.908
Michoacán de Ocampo,Hombre,2019,9,28180.871
Morelos,Hombre,2019,9,20360.467
Nayarit,Hombre,2019,9,28651.977
Nuevo León,Hombre,2019,9,35000.801
Oaxaca,Hombre,2019,9,24148.066
Puebla,Hombre,2019,9,25487.262
Querétaro,Hombre,2019,9,30871.234
Quintana Roo,Hombre,2019,9,29761.695
San Luis Potosí,Hombre,2019,9,28721.379
Sinaloa,Hombre,2019,9,32178.729
Sonora,Hombre,2019,9,33406.859
Tabasco,Hombre,2019,9,25773.184
Tamaulipas,Hombre,2019,9,29465.217
Tlaxcala,Hombre,2019,9,21374.568
Veracruz de Ignacio de la Llave,Hombre,2019,9,22013.771
Yucatán,Hombre,2019,9,26392.377
Zacatecas,Hombre,2019,9,27432.809
Aguascalientes,Hombre,2019,12,27315.926
Baja California,Hombre,2019,12,33460.188
Baja California Sur,Hombre,2019,12,37810.523
Campeche,Hombre,2019,12,25119.697
Coahuila de Zaragoza,Hombre,2019,12,32404.205
Colima,Hombre,2019,12,30527.477
Chiapas,Hombre,2019,12,21423.752
Chihuahua,Hombre,2019,12,33508.93
Ciudad de México,Hombre,2019,12,28860.131
Durango,Hombre,2019,12,26364.887
Guanajuato,Hombre,2019,12,28058.461
Guerrero,Hombre,2019,12,21379.072
Hidalgo,Hombre,2019,12,27414.205
