mun,year,gap,clave,nivel,ent
50,2017,-0.26654005,32,1st quartile,Zacatecas
51,2017,-0.14558434,32,1st quartile,Zacatecas
52,2017,0.051385164,32,2nd quartile,Zacatecas
54,2017,0.032180071,32,2nd quartile,Zacatecas
55,2017,0.25638843,32,4th quartile,Zacatecas
56,2017,0.003161669,32,2nd quartile,Zacatecas
57,2017,-0.064318895,32,1st quartile,Zacatecas
NA,2017,0.47898483,32,4th quartile,Zacatecas
1,2018,0.009172201,1,2nd quartile,Aguascalientes
2,2018,-0.14819503,1,1st quartile,Aguascalientes
3,2018,0.021364927,1,2nd quartile,Aguascalientes
4,2018,-0.1101172,1,1st quartile,Aguascalientes
5,2018,0.011793375,1,2nd quartile,Aguascalientes
6,2018,-0.10358548,1,1st quartile,Aguascalientes
7,2018,0.055396557,1,2nd quartile,Aguascalientes
8,2018,-0.003778935,1,2nd quartile,Aguascalientes
9,2018,0.067791939,1,2nd quartile,Aguascalientes
10,2018,0.02823925,1,2nd quartile,Aguascalientes
11,2018,0.029872894,1,2nd quartile,Aguascalientes
1,2018,0.061141729,2,2nd quartile,Baja California
2,2018,0.087379694,2,3rd quartile,Baja California
3,2018,0.031179667,2,2nd quartile,Baja California
4,2018,0.069799185,2,2nd quartile,Baja California
5,2018,0.051598549,2,2nd quartile,Baja California
1,2018,0.042275906,3,2nd quartile,Baja California Sur
2,2018,0.24210763,3,4th quartile,Baja California Sur
3,2018,0.064487934,3,2nd quartile,Baja California Sur
8,2018,0.13243723,3,3rd quartile,Baja California Sur
9,2018,0.28913379,3,4th quartile,Baja California Sur
1,2018,0.11450076,4,3rd quartile,Campeche
2,2018,0.00909543,4,2nd quartile,Campeche
3,2018,-0.031089544,4,2nd quartile,Campeche
4,2018,-0.027570486,4,2nd quartile,Campeche
5,2018,-0.037047148,4,2nd quartile,Campeche
6,2018,0.049277782,4,2nd quartile,Campeche
7,2018,-0.30883598,4,1st quartile,Campeche
8,2018,-0.28424764,4,1st quartile,Campeche
9,2018,-0.089536905,4,1st quartile,Campeche
10,2018,-0.33486462,4,1st quartile,Campeche
11,2018,-0.09849143,4,1st quartile,Campeche
2,2018,0.060665607,5,2nd quartile,Coahuila
3,2018,-0.18237948,5,1st quartile,Coahuila
4,2018,-0.55271268,5,1st quartile,Coahuila
6,2018,0.16173744,5,3rd quartile,Coahuila
9,2018,0.068953037,5,2nd quartile,Coahuila
10,2018,0.22305298,5,4th quartile,Coahuila
11,2018,-0.3679831,5,1st quartile,Coahuila
12,2018,-0.11014533,5,1st quartile,Coahuila
17,2018,0.012698174,5,2nd quartile,Coahuila
18,2018,0.11269474,5,3rd quartile,Coahuila
20,2018,0.1540761,5,3rd quartile,Coahuila
22,2018,0.018700838,5,2nd quartile,Coahuila
23,2018,0.89144993,5,4th quartile,Coahuila
24,2018,0.059541941,5,2nd quartile,Coahuila
25,2018,0.044487238,5,2nd quartile,Coahuila
27,2018,-0.049475431,5,1st quartile,Coahuila
28,2018,-0.047208548,5,1st quartile,Coahuila
30,2018,-0.02189517,5,2nd quartile,Coahuila
31,2018,0.055451632,5,2nd quartile,Coahuila
32,2018,-0.1450727,5,1st quartile,Coahuila
33,2018,0.13525677,5,3rd quartile,Coahuila
35,2018,0.082235813,5,3rd quartile,Coahuila
36,2018,0.02553916,5,2nd quartile,Coahuila
37,2018,-0.63503337,5,1st quartile,Coahuila
38,2018,-0.10045195,5,1st quartile,Coahuila
NA,2018,-0.11159825,5,1st quartile,Coahuila
1,2018,0.35601234,6,4th quartile,Colima
2,2018,0.12564898,6,3rd quartile,Colima
3,2018,0.16376686,6,3rd quartile,Colima
4,2018,0.010311365,6,2nd quartile,Colima
5,2018,-0.023973227,6,2nd quartile,Colima
6,2018,-0.26452041,6,1st quartile,Colima
7,2018,0.16120028,6,3rd quartile,Colima
8,2018,0.22523403,6,4th quartile,Colima
9,2018,0.1993413,6,4th quartile,Colima
10,2018,0.10568452,6,3rd quartile,Colima
1,2018,0.047230244,7,2nd quartile,Chiapas
6,2018,-0.48725915,7,1st quartile,Chiapas
9,2018,-0.33782434,7,1st quartile,Chiapas
13,2018,0.27908111,7,4th quartile,Chiapas
15,2018,-0.58463168,7,1st quartile,Chiapas
17,2018,-0.39886832,7,1st quartile,Chiapas
19,2018,0.17709017,7,3rd quartile,Chiapas
20,2018,-0.33602834,7,1st quartile,Chiapas
23,2018,0.7147305,7,4th quartile,Chiapas
26,2018,-0.20679092,7,1st quartile,Chiapas
27,2018,0.099097252,7,3rd quartile,Chiapas
30,2018,-0.80350745,7,1st quartile,Chiapas
31,2018,-0.8326118,7,1st quartile,Chiapas
32,2018,-0.073569775,7,1st quartile,Chiapas
34,2018,-0.11535811,7,1st quartile,Chiapas
35,2018,0.038310289,7,2nd quartile,Chiapas
37,2018,-0.44185638,7,1st quartile,Chiapas
40,2018,-0.079970598,7,1st quartile,Chiapas
42,2018,-1.0125034,7,1st quartile,Chiapas
45,2018,0.16835237,7,3rd quartile,Chiapas
46,2018,-0.66107011,7,1st quartile,Chiapas
47,2018,NA,7,NA,Chiapas
48,2018,0.33989477,7,4th quartile,Chiapas
51,2018,0.16164112,7,3rd quartile,Chiapas
52,2018,-0.3300271,7,1st quartile,Chiapas
53,2018,-0.28872621,7,1st quartile,Chiapas
57,2018,-0.79526663,7,1st quartile,Chiapas
59,2018,-0.46208096,7,1st quartile,Chiapas
61,2018,-0.30089474,7,1st quartile,Chiapas
65,2018,0.063637972,7,2nd quartile,Chiapas
67,2018,-1.4561527,7,1st quartile,Chiapas
68,2018,0.40482235,7,4th quartile,Chiapas
69,2018,-0.042589426,7,2nd quartile,Chiapas
72,2018,-0.23856878,7,1st quartile,Chiapas
74,2018,0.17532969,7,3rd quartile,Chiapas
75,2018,-0.18521571,7,1st quartile,Chiapas
76,2018,0.25836241,7,4th quartile,Chiapas
77,2018,-0.14055395,7,1st quartile,Chiapas
78,2018,0.032395124,7,2nd quartile,Chiapas
79,2018,-0.23339152,7,1st quartile,Chiapas
80,2018,-0.51177001,7,1st quartile,Chiapas
81,2018,0.084805727,7,3rd quartile,Chiapas
83,2018,-0.43459058,7,1st quartile,Chiapas
84,2018,0.24619079,7,4th quartile,Chiapas
86,2018,0.028784275,7,2nd quartile,Chiapas
89,2018,0.093483448,7,3rd quartile,Chiapas
94,2018,0.37261772,7,4th quartile,Chiapas
96,2018,-0.99279022,7,1st quartile,Chiapas
97,2018,-0.050155401,7,1st quartile,Chiapas
99,2018,-0.60327888,7,1st quartile,Chiapas
101,2018,0.063970327,7,2nd quartile,Chiapas
102,2018,-0.54703712,7,1st quartile,Chiapas
103,2018,-0.20995617,7,1st quartile,Chiapas
105,2018,-0.15400839,7,1st quartile,Chiapas
106,2018,-0.34928465,7,1st quartile,Chiapas
107,2018,-0.27280498,7,1st quartile,Chiapas
108,2018,-0.33864975,7,1st quartile,Chiapas
109,2018,-0.89565337,7,1st quartile,Chiapas
111,2018,-0.085419178,7,1st quartile,Chiapas
115,2018,-0.019676685,7,2nd quartile,Chiapas
1,2018,-0.14709258,8,1st quartile,Chihuahua
2,2018,0.38715243,8,4th quartile,Chihuahua
3,2018,-0.039935112,8,2nd quartile,Chihuahua
4,2018,-0.26440454,8,1st quartile,Chihuahua
7,2018,0.099849463,8,3rd quartile,Chihuahua
9,2018,0.11249852,8,3rd quartile,Chihuahua
11,2018,0.039534092,8,2nd quartile,Chihuahua
13,2018,0.12910581,8,3rd quartile,Chihuahua
17,2018,0.076691389,8,3rd quartile,Chihuahua
19,2018,0.085545063,8,3rd quartile,Chihuahua
21,2018,-0.10185671,8,1st quartile,Chihuahua
30,2018,0.094908476,8,3rd quartile,Chihuahua
31,2018,0.10322309,8,3rd quartile,Chihuahua
32,2018,0.1290803,8,3rd quartile,Chihuahua
35,2018,0.52619338,8,4th quartile,Chihuahua
36,2018,0.077511072,8,3rd quartile,Chihuahua
37,2018,0.061577559,8,2nd quartile,Chihuahua
40,2018,0.010933399,8,2nd quartile,Chihuahua
45,2018,-0.051520586,8,1st quartile,Chihuahua
48,2018,0.86083627,8,4th quartile,Chihuahua
50,2018,0.10309887,8,3rd quartile,Chihuahua
51,2018,0.11207223,8,3rd quartile,Chihuahua
52,2018,0.27595663,8,4th quartile,Chihuahua
62,2018,-0.018751144,8,2nd quartile,Chihuahua
67,2018,-0.28495264,8,1st quartile,Chihuahua
NA,2018,0.16363025,8,3rd quartile,Chihuahua
2,2018,-0.04383564,9,2nd quartile,Mexico City
3,2018,0.069833517,9,2nd quartile,Mexico City
4,2018,0.017914772,9,2nd quartile,Mexico City
5,2018,0.000108004,9,2nd quartile,Mexico City
6,2018,0.052880049,9,2nd quartile,Mexico City
7,2018,0.006404877,9,2nd quartile,Mexico City
8,2018,0.12327194,9,3rd quartile,Mexico City
9,2018,-0.095035315,9,1st quartile,Mexico City
10,2018,0.078731537,9,3rd quartile,Mexico City
11,2018,-0.10641336,9,1st quartile,Mexico City
12,2018,0.072404861,9,3rd quartile,Mexico City
13,2018,-0.006395102,9,2nd quartile,Mexico City
14,2018,0.11232662,9,3rd quartile,Mexico City
15,2018,0.25259972,9,4th quartile,Mexico City
16,2018,-0.09441328,9,1st quartile,Mexico City
17,2018,0.072076797,9,2nd quartile,Mexico City
1,2018,-0.040348053,10,2nd quartile,Durango
3,2018,-0.054493904,10,1st quartile,Durango
4,2018,-0.001681805,10,2nd quartile,Durango
5,2018,0.038266182,10,2nd quartile,Durango
7,2018,0.10240149,10,3rd quartile,Durango
8,2018,-0.04359293,10,2nd quartile,Durango
12,2018,0.074834824,10,3rd quartile,Durango
13,2018,-0.29059505,10,1st quartile,Durango
15,2018,-0.16960669,10,1st quartile,Durango
16,2018,0.27959251,10,4th quartile,Durango
17,2018,-0.00909543,10,2nd quartile,Durango
18,2018,0.44085646,10,4th quartile,Durango
20,2018,0.17664289,10,3rd quartile,Durango
21,2018,0.057774544,10,2nd quartile,Durango
22,2018,0.16677284,10,3rd quartile,Durango
23,2018,0.23993731,10,4th quartile,Durango
24,2018,0.040479422,10,2nd quartile,Durango
27,2018,-0.15004206,10,1st quartile,Durango
28,2018,-0.30271602,10,1st quartile,Durango
32,2018,0.16766834,10,3rd quartile,Durango
35,2018,0.056630611,10,2nd quartile,Durango
36,2018,0.013151646,10,2nd quartile,Durango
38,2018,0.011484623,10,2nd quartile,Durango
39,2018,-0.16852188,10,1st quartile,Durango
1,2018,-0.12550998,11,1st quartile,Guajuato
2,2018,0.15024281,11,3rd quartile,Guajuato
3,2018,0.14877534,11,3rd quartile,Guajuato
5,2018,0.19428372,11,3rd quartile,Guajuato
7,2018,0.013679981,11,2nd quartile,Guajuato
8,2018,0.096770287,11,3rd quartile,Guajuato
9,2018,0.090793371,11,3rd quartile,Guajuato
12,2018,0.17780352,11,3rd quartile,Guajuato
14,2018,0.22467494,11,4th quartile,Guajuato
15,2018,0.002518654,11,2nd quartile,Guajuato
16,2018,0.91608453,11,4th quartile,Guajuato
17,2018,0.1901269,11,3rd quartile,Guajuato
18,2018,0.43666816,11,4th quartile,Guajuato
19,2018,-0.10607958,11,1st quartile,Guajuato
20,2018,0.067000628,11,2nd quartile,Guajuato
21,2018,0.050695419,11,2nd quartile,Guajuato
23,2018,0.30279064,11,4th quartile,Guajuato
25,2018,0.16805553,11,3rd quartile,Guajuato
26,2018,0.28151727,11,4th quartile,Guajuato
27,2018,0.084307194,11,3rd quartile,Guajuato
28,2018,0.11232734,11,3rd quartile,Guajuato
29,2018,-0.21300054,11,1st quartile,Guajuato
30,2018,0.1378417,11,3rd quartile,Guajuato
31,2018,0.19603276,11,4th quartile,Guajuato
32,2018,0.21431851,11,4th quartile,Guajuato
33,2018,-0.006204128,11,2nd quartile,Guajuato
35,2018,0.001262188,11,2nd quartile,Guajuato
37,2018,0.069589138,11,2nd quartile,Guajuato
39,2018,0.78392982,11,4th quartile,Guajuato
42,2018,0.1931982,11,3rd quartile,Guajuato
43,2018,0.27957177,11,4th quartile,Guajuato
44,2018,-0.14309049,11,1st quartile,Guajuato
46,2018,0.087278843,11,3rd quartile,Guajuato
1,2018,0.077288866,12,3rd quartile,Guerrero
3,2018,0.36861348,12,4th quartile,Guerrero
4,2018,0.22373223,12,4th quartile,Guerrero
7,2018,0.044286728,12,2nd quartile,Guerrero
10,2018,0.1581459,12,3rd quartile,Guerrero
11,2018,0.098124504,12,3rd quartile,Guerrero
12,2018,-0.082888365,12,1st quartile,Guerrero
14,2018,0.20383525,12,4th quartile,Guerrero
20,2018,-0.064331055,12,1st quartile,Guerrero
21,2018,-0.093993902,12,1st quartile,Guerrero
22,2018,-0.14762521,12,1st quartile,Guerrero
23,2018,-0.004997253,12,2nd quartile,Guerrero
26,2018,-1.6138624,12,1st quartile,Guerrero
27,2018,0.065658808,12,2nd quartile,Guerrero
29,2018,0.057214499,12,2nd quartile,Guerrero
33,2018,0.77546477,12,4th quartile,Guerrero
34,2018,0.15543437,12,3rd quartile,Guerrero
35,2018,-0.024503708,12,2nd quartile,Guerrero
38,2018,0.28228855,12,4th quartile,Guerrero
40,2018,0.04370904,12,2nd quartile,Guerrero
41,2018,0.21399736,12,4th quartile,Guerrero
44,2018,-0.66829205,12,1st quartile,Guerrero
45,2018,0.32763791,12,4th quartile,Guerrero
46,2018,0.043620586,12,2nd quartile,Guerrero
48,2018,0.2655406,12,4th quartile,Guerrero
49,2018,0.12422299,12,3rd quartile,Guerrero
52,2018,0.028368473,12,2nd quartile,Guerrero
53,2018,-0.11677742,12,1st quartile,Guerrero
55,2018,0.54978538,12,4th quartile,Guerrero
56,2018,-0.044408083,12,2nd quartile,Guerrero
57,2018,-0.52472019,12,1st quartile,Guerrero
59,2018,0.068441153,12,2nd quartile,Guerrero
61,2018,0.13637471,12,3rd quartile,Guerrero
62,2018,0.25382447,12,4th quartile,Guerrero
64,2018,-0.14651418,12,1st quartile,Guerrero
66,2018,0.49207234,12,4th quartile,Guerrero
67,2018,0.57639813,12,4th quartile,Guerrero
68,2018,-0.74180889,12,1st quartile,Guerrero
69,2018,0.77055359,12,4th quartile,Guerrero
71,2018,-0.34029055,12,1st quartile,Guerrero
72,2018,0.33104706,12,4th quartile,Guerrero
73,2018,0.53369045,12,4th quartile,Guerrero
74,2018,1.0643902,12,4th quartile,Guerrero
75,2018,0.20614982,12,4th quartile,Guerrero
76,2018,-0.10362941,12,1st quartile,Guerrero
77,2018,0.37065792,12,4th quartile,Guerrero
80,2018,0.013185263,12,2nd quartile,Guerrero
1,2018,-0.096031427,13,1st quartile,Hidalgo
2,2018,-0.13091969,13,1st quartile,Hidalgo
3,2018,0.15947318,13,3rd quartile,Hidalgo
8,2018,0.099869013,13,3rd quartile,Hidalgo
9,2018,0.18892336,13,3rd quartile,Hidalgo
11,2018,0.028174162,13,2nd quartile,Hidalgo
13,2018,0.18958139,13,3rd quartile,Hidalgo
15,2018,-0.41515064,13,1st quartile,Hidalgo
16,2018,0.14548373,13,3rd quartile,Hidalgo
17,2018,-0.070011377,13,1st quartile,Hidalgo
18,2018,-0.19949079,13,1st quartile,Hidalgo
22,2018,-0.035729647,13,2nd quartile,Hidalgo
23,2018,-0.05380702,13,1st quartile,Hidalgo
24,2018,0.39879417,13,4th quartile,Hidalgo
25,2018,-0.006528139,13,2nd quartile,Hidalgo
26,2018,0.018961191,13,2nd quartile,Hidalgo
28,2018,-0.11145854,13,1st quartile,Hidalgo
29,2018,-0.11148524,13,1st quartile,Hidalgo
30,2018,0.24779916,13,4th quartile,Hidalgo
32,2018,0.41279984,13,4th quartile,Hidalgo
37,2018,0.5160172,13,4th quartile,Hidalgo
41,2018,-0.033638477,13,2nd quartile,Hidalgo
47,2018,0.089260817,13,3rd quartile,Hidalgo
48,2018,0.053115606,13,2nd quartile,Hidalgo
49,2018,-0.55897379,13,1st quartile,Hidalgo
50,2018,0.62219357,13,4th quartile,Hidalgo
51,2018,0.036895037,13,2nd quartile,Hidalgo
52,2018,0.44032526,13,4th quartile,Hidalgo
53,2018,0.62085176,13,4th quartile,Hidalgo
56,2018,-0.15373516,13,1st quartile,Hidalgo
57,2018,0.35956955,13,4th quartile,Hidalgo
59,2018,0.3232801,13,4th quartile,Hidalgo
61,2018,-0.006513596,13,2nd quartile,Hidalgo
62,2018,0.073031425,13,3rd quartile,Hidalgo
63,2018,0.1069963,13,3rd quartile,Hidalgo
64,2018,0.006335735,13,2nd quartile,Hidalgo
67,2018,0.31796813,13,4th quartile,Hidalgo
68,2018,-0.091417551,13,1st quartile,Hidalgo
69,2018,-0.019217014,13,2nd quartile,Hidalgo
70,2018,0.28688526,13,4th quartile,Hidalgo
73,2018,-0.13033748,13,1st quartile,Hidalgo
74,2018,0.17944956,13,3rd quartile,Hidalgo
75,2018,-0.033637524,13,2nd quartile,Hidalgo
76,2018,0.023646355,13,2nd quartile,Hidalgo
77,2018,-0.093550444,13,1st quartile,Hidalgo
80,2018,0.47685432,13,4th quartile,Hidalgo
81,2018,0.33097577,13,4th quartile,Hidalgo
82,2018,0.15784335,13,3rd quartile,Hidalgo
83,2018,-0.012712002,13,2nd quartile,Hidalgo
2,2018,0.10137582,14,3rd quartile,Jalisco
5,2018,0.05951643,14,2nd quartile,Jalisco
6,2018,0.13938665,14,3rd quartile,Jalisco
8,2018,0.26226258,14,4th quartile,Jalisco
12,2018,0.11150408,14,3rd quartile,Jalisco
13,2018,0.09087944,14,3rd quartile,Jalisco
15,2018,0.32062769,14,4th quartile,Jalisco
21,2018,0.21557426,14,4th quartile,Jalisco
23,2018,0.18197155,14,3rd quartile,Jalisco
29,2018,0.075825214,14,3rd quartile,Jalisco
30,2018,-4.77E-06,14,2nd quartile,Jalisco
35,2018,0.10836935,14,3rd quartile,Jalisco
37,2018,0.23173976,14,4th quartile,Jalisco
39,2018,0.090215921,14,3rd quartile,Jalisco
45,2018,-0.16513109,14,1st quartile,Jalisco
50,2018,0.13138986,14,3rd quartile,Jalisco
52,2018,-0.006053686,14,2nd quartile,Jalisco
63,2018,0.27227664,14,4th quartile,Jalisco
66,2018,0.087084293,14,3rd quartile,Jalisco
67,2018,0.052409649,14,2nd quartile,Jalisco
70,2018,0.16046095,14,3rd quartile,Jalisco
73,2018,0.23983908,14,4th quartile,Jalisco
77,2018,-0.006561518,14,2nd quartile,Jalisco
78,2018,0.013891697,14,2nd quartile,Jalisco
83,2018,0.18926644,14,3rd quartile,Jalisco
85,2018,0.31552458,14,4th quartile,Jalisco
86,2018,-0.056981564,14,1st quartile,Jalisco
87,2018,0.19809222,14,4th quartile,Jalisco
90,2018,0.28058767,14,4th quartile,Jalisco
93,2018,-0.042294025,14,2nd quartile,Jalisco
97,2018,0.17624402,14,3rd quartile,Jalisco
98,2018,0.10618186,14,3rd quartile,Jalisco
100,2018,0.2546494,14,4th quartile,Jalisco
101,2018,0.18689704,14,3rd quartile,Jalisco
105,2018,0.39665461,14,4th quartile,Jalisco
108,2018,-0.064861059,14,1st quartile,Jalisco
109,2018,0.024168491,14,2nd quartile,Jalisco
113,2018,-0.003246307,14,2nd quartile,Jalisco
115,2018,0.23084092,14,4th quartile,Jalisco
120,2018,0.10523391,14,3rd quartile,Jalisco
121,2018,0.25863051,14,4th quartile,Jalisco
124,2018,0.034659624,14,2nd quartile,Jalisco
1,2018,-0.0201509,15,2nd quartile,Mexico
2,2018,0.11473131,15,3rd quartile,Mexico
3,2018,0.12647176,15,3rd quartile,Mexico
5,2018,-0.025525093,15,2nd quartile,Mexico
7,2018,0.28394771,15,4th quartile,Mexico
9,2018,0.018850565,15,2nd quartile,Mexico
10,2018,0.30105782,15,4th quartile,Mexico
11,2018,-0.24487591,15,1st quartile,Mexico
13,2018,0.05504632,15,2nd quartile,Mexico
15,2018,0.21846628,15,4th quartile,Mexico
17,2018,0.12257862,15,3rd quartile,Mexico
18,2018,0.14533758,15,3rd quartile,Mexico
20,2018,0.13767791,15,3rd quartile,Mexico
21,2018,0.14205432,15,3rd quartile,Mexico
22,2018,0.55422759,15,4th quartile,Mexico
23,2018,0.3072648,15,4th quartile,Mexico
24,2018,0.057414055,15,2nd quartile,Mexico
25,2018,0.18492508,15,3rd quartile,Mexico
26,2018,-0.13594365,15,1st quartile,Mexico
28,2018,1.3426819,15,4th quartile,Mexico
29,2018,-0.083784103,15,1st quartile,Mexico
30,2018,0.48894787,15,4th quartile,Mexico
31,2018,0.030848742,15,2nd quartile,Mexico
32,2018,0.87245679,15,4th quartile,Mexico
33,2018,0.041182518,15,2nd quartile,Mexico
35,2018,0.10779762,15,3rd quartile,Mexico
37,2018,0.22608924,15,4th quartile,Mexico
38,2018,0.027197838,15,2nd quartile,Mexico
39,2018,0.0703125,15,2nd quartile,Mexico
40,2018,0.12852764,15,3rd quartile,Mexico
42,2018,-0.061540365,15,1st quartile,Mexico
43,2018,0.14647079,15,3rd quartile,Mexico
44,2018,-0.91629076,15,1st quartile,Mexico
45,2018,-0.15808821,15,1st quartile,Mexico
46,2018,-0.016401052,15,2nd quartile,Mexico
47,2018,0.10196495,15,3rd quartile,Mexico
48,2018,0.23065352,15,4th quartile,Mexico
51,2018,0.13912725,15,3rd quartile,Mexico
52,2018,-0.22322059,15,1st quartile,Mexico
53,2018,0.07450223,15,3rd quartile,Mexico
54,2018,-0.078077555,15,1st quartile,Mexico
55,2018,-0.99481273,15,1st quartile,Mexico
57,2018,-0.006512404,15,2nd quartile,Mexico
58,2018,-0.016408205,15,2nd quartile,Mexico
59,2018,0.31704402,15,4th quartile,Mexico
60,2018,0.074795485,15,3rd quartile,Mexico
63,2018,0.023877621,15,2nd quartile,Mexico
65,2018,-0.16066408,15,1st quartile,Mexico
66,2018,-0.78046322,15,1st quartile,Mexico
67,2018,0.066191435,15,2nd quartile,Mexico
68,2018,0.16231656,15,3rd quartile,Mexico
70,2018,0.14076805,15,3rd quartile,Mexico
76,2018,0.091628075,15,3rd quartile,Mexico
81,2018,0.11558008,15,3rd quartile,Mexico
85,2018,0.003297806,15,2nd quartile,Mexico
86,2018,0.30094981,15,4th quartile,Mexico
87,2018,0.1730988,15,3rd quartile,Mexico
88,2018,0.037642002,15,2nd quartile,Mexico
90,2018,-0.41970754,15,1st quartile,Mexico
91,2018,-0.24983835,15,1st quartile,Mexico
92,2018,-0.56097364,15,1st quartile,Mexico
99,2018,0.3298943,15,4th quartile,Mexico
100,2018,0.34887409,15,4th quartile,Mexico
101,2018,-0.042361736,15,2nd quartile,Mexico
104,2018,0.070188046,15,2nd quartile,Mexico
106,2018,0.062032461,15,2nd quartile,Mexico
108,2018,0.35698366,15,4th quartile,Mexico
109,2018,0.089110613,15,3rd quartile,Mexico
110,2018,0.020428658,15,2nd quartile,Mexico
111,2018,0.19441867,15,3rd quartile,Mexico
113,2018,-0.085846663,15,1st quartile,Mexico
114,2018,-0.29694486,15,1st quartile,Mexico
115,2018,0.11097288,15,3rd quartile,Mexico
117,2018,-0.26865125,15,1st quartile,Mexico
118,2018,0.092508316,15,3rd quartile,Mexico
120,2018,0.16125965,15,3rd quartile,Mexico
121,2018,0.10750008,15,3rd quartile,Mexico
122,2018,0.13804126,15,3rd quartile,Mexico
124,2018,0.40090704,15,4th quartile,Mexico
3,2018,0.39397621,16,4th quartile,Michoacan
4,2018,0.1540966,16,3rd quartile,Michoacan
9,2018,0.21916676,16,4th quartile,Michoacan
11,2018,0.059555292,16,2nd quartile,Michoacan
14,2018,-0.10066485,16,1st quartile,Michoacan
15,2018,0.35617113,16,4th quartile,Michoacan
17,2018,0.24422264,16,4th quartile,Michoacan
19,2018,0.44943738,16,4th quartile,Michoacan
25,2018,0.1569016,16,3rd quartile,Michoacan
28,2018,-0.014923811,16,2nd quartile,Michoacan
30,2018,0.18339968,16,3rd quartile,Michoacan
31,2018,-0.47509408,16,1st quartile,Michoacan
33,2018,0.22563791,16,4th quartile,Michoacan
34,2018,0.29490757,16,4th quartile,Michoacan
35,2018,0.32152724,16,4th quartile,Michoacan
36,2018,0.57010031,16,4th quartile,Michoacan
37,2018,0.25688004,16,4th quartile,Michoacan
38,2018,-0.16939163,16,1st quartile,Michoacan
43,2018,0.049253225,16,2nd quartile,Michoacan
45,2018,0.3317306,16,4th quartile,Michoacan
47,2018,-0.20680761,16,1st quartile,Michoacan
48,2018,0.86612892,16,4th quartile,Michoacan
50,2018,0.027372837,16,2nd quartile,Michoacan
52,2018,0.19822621,16,4th quartile,Michoacan
53,2018,0.082948923,16,3rd quartile,Michoacan
55,2018,0.17271185,16,3rd quartile,Michoacan
56,2018,0.30571628,16,4th quartile,Michoacan
60,2018,0.2110486,16,4th quartile,Michoacan
61,2018,0.14632988,16,3rd quartile,Michoacan
65,2018,0.075573921,16,3rd quartile,Michoacan
66,2018,0.054627657,16,2nd quartile,Michoacan
67,2018,-0.15245342,16,1st quartile,Michoacan
69,2018,0.30028105,16,4th quartile,Michoacan
70,2018,0.27613759,16,4th quartile,Michoacan
71,2018,0.1040194,16,3rd quartile,Michoacan
73,2018,0.51960659,16,4th quartile,Michoacan
75,2018,0.070417166,16,2nd quartile,Michoacan
76,2018,0.3567512,16,4th quartile,Michoacan
77,2018,0.004385233,16,2nd quartile,Michoacan
79,2018,0.78389525,16,4th quartile,Michoacan
80,2018,0.22244167,16,4th quartile,Michoacan
81,2018,-0.21472526,16,1st quartile,Michoacan
82,2018,0.25761533,16,4th quartile,Michoacan
84,2018,0.45425367,16,4th quartile,Michoacan
87,2018,0.13060236,16,3rd quartile,Michoacan
88,2018,0.079042912,16,3rd quartile,Michoacan
91,2018,-0.14660287,16,1st quartile,Michoacan
93,2018,0.87264192,16,4th quartile,Michoacan
94,2018,0.13151455,16,3rd quartile,Michoacan
97,2018,-0.47975922,16,1st quartile,Michoacan
102,2018,0.23763204,16,4th quartile,Michoacan
107,2018,0.16776443,16,3rd quartile,Michoacan
108,2018,0.061991453,16,2nd quartile,Michoacan
111,2018,0.15573096,16,3rd quartile,Michoacan
112,2018,-0.027234316,16,2nd quartile,Michoacan
113,2018,-0.038371563,16,2nd quartile,Michoacan
1,2018,0.000237465,17,2nd quartile,Morelos
2,2018,NA,17,NA,Morelos
3,2018,-0.14720845,17,1st quartile,Morelos
4,2018,0.061239719,17,2nd quartile,Morelos
5,2018,0.012586355,17,2nd quartile,Morelos
6,2018,0.072215319,17,2nd quartile,Morelos
7,2018,0.092322826,17,3rd quartile,Morelos
8,2018,0.048029423,17,2nd quartile,Morelos
9,2018,-0.090748787,17,1st quartile,Morelos
10,2018,-0.049919367,17,1st quartile,Morelos
11,2018,0.1399343,17,3rd quartile,Morelos
12,2018,0.26414466,17,4th quartile,Morelos
13,2018,-0.23243976,17,1st quartile,Morelos
14,2018,-0.057748079,17,1st quartile,Morelos
15,2018,0.23963213,17,4th quartile,Morelos
16,2018,-0.17311263,17,1st quartile,Morelos
17,2018,-0.025215149,17,2nd quartile,Morelos
18,2018,-0.031404257,17,2nd quartile,Morelos
19,2018,0.1655519,17,3rd quartile,Morelos
20,2018,0.1985414,17,4th quartile,Morelos
21,2018,0.15586233,17,3rd quartile,Morelos
22,2018,0.185184,17,3rd quartile,Morelos
24,2018,0.29968977,17,4th quartile,Morelos
25,2018,0.13190556,17,3rd quartile,Morelos
26,2018,0.15585637,17,3rd quartile,Morelos
28,2018,0.005511761,17,2nd quartile,Morelos
29,2018,0.11948013,17,3rd quartile,Morelos
30,2018,-0.14652109,17,1st quartile,Morelos
31,2018,0.23663998,17,4th quartile,Morelos
32,2018,-0.23978758,17,1st quartile,Morelos
33,2018,0.11694932,17,3rd quartile,Morelos
1,2018,0.18314958,18,3rd quartile,Nayarit
2,2018,0.024570465,18,2nd quartile,Nayarit
4,2018,0.2043395,18,4th quartile,Nayarit
5,2018,0.086316347,18,3rd quartile,Nayarit
6,2018,0.24447846,18,4th quartile,Nayarit
