mun,year,gap,clave,nivel,ent
7,2018,0.2861793,18,4th quartile,Nayarit
8,2018,0.14788771,18,3rd quartile,Nayarit
9,2018,0.50921202,18,4th quartile,Nayarit
10,2018,0.55512357,18,4th quartile,Nayarit
11,2018,0.11546659,18,3rd quartile,Nayarit
12,2018,0.35653639,18,4th quartile,Nayarit
13,2018,-0.0133605,18,2nd quartile,Nayarit
14,2018,0.15910125,18,3rd quartile,Nayarit
15,2018,0.16264606,18,3rd quartile,Nayarit
16,2018,0.14662147,18,3rd quartile,Nayarit
17,2018,0.089822054,18,3rd quartile,Nayarit
18,2018,0.071994305,18,2nd quartile,Nayarit
19,2018,0.30083227,18,4th quartile,Nayarit
20,2018,0.06648612,18,2nd quartile,Nayarit
3,2018,0.12991428,19,3rd quartile,Nuevo Leon
4,2018,0.13972044,19,3rd quartile,Nuevo Leon
5,2018,-0.11099482,19,1st quartile,Nuevo Leon
6,2018,0.087579966,19,3rd quartile,Nuevo Leon
8,2018,0.015025854,19,2nd quartile,Nuevo Leon
9,2018,0.15129638,19,3rd quartile,Nuevo Leon
10,2018,-0.23413301,19,1st quartile,Nuevo Leon
11,2018,0.11383939,19,3rd quartile,Nuevo Leon
12,2018,0.1449163,19,3rd quartile,Nuevo Leon
13,2018,-0.39267731,19,1st quartile,Nuevo Leon
18,2018,0.076476812,19,3rd quartile,Nuevo Leon
19,2018,0.084199667,19,3rd quartile,Nuevo Leon
21,2018,0.022060156,19,2nd quartile,Nuevo Leon
22,2018,-0.2287817,19,1st quartile,Nuevo Leon
25,2018,0.046964884,19,2nd quartile,Nuevo Leon
26,2018,0.10967875,19,3rd quartile,Nuevo Leon
29,2018,-0.38086271,19,1st quartile,Nuevo Leon
31,2018,0.15712786,19,3rd quartile,Nuevo Leon
32,2018,0.17012429,19,3rd quartile,Nuevo Leon
33,2018,-0.14846134,19,1st quartile,Nuevo Leon
36,2018,0.29390192,19,4th quartile,Nuevo Leon
38,2018,0.013886213,19,2nd quartile,Nuevo Leon
39,2018,0.019062996,19,2nd quartile,Nuevo Leon
41,2018,0.15704966,19,3rd quartile,Nuevo Leon
44,2018,0.092537165,19,3rd quartile,Nuevo Leon
45,2018,0.037501574,19,2nd quartile,Nuevo Leon
46,2018,0.12541246,19,3rd quartile,Nuevo Leon
47,2018,0.17897487,19,3rd quartile,Nuevo Leon
48,2018,0.03762269,19,2nd quartile,Nuevo Leon
49,2018,0.25796151,19,4th quartile,Nuevo Leon
NA,2018,0.23626471,19,4th quartile,Nuevo Leon
2,2018,-0.042982817,20,2nd quartile,Oaxaca
5,2018,0.068762779,20,2nd quartile,Oaxaca
15,2018,0.89378917,20,4th quartile,Oaxaca
19,2018,0.055975437,20,2nd quartile,Oaxaca
21,2018,0.30888295,20,4th quartile,Oaxaca
23,2018,-0.38989949,20,1st quartile,Oaxaca
25,2018,0.1153574,20,3rd quartile,Oaxaca
28,2018,0.25916219,20,4th quartile,Oaxaca
30,2018,0.41065145,20,4th quartile,Oaxaca
39,2018,0.26887512,20,4th quartile,Oaxaca
40,2018,-0.0315516,20,2nd quartile,Oaxaca
42,2018,-1.1007572,20,1st quartile,Oaxaca
43,2018,0.26636434,20,4th quartile,Oaxaca
44,2018,-0.29147077,20,1st quartile,Oaxaca
52,2018,-0.010678768,20,2nd quartile,Oaxaca
58,2018,0.84729791,20,4th quartile,Oaxaca
59,2018,0.10433888,20,3rd quartile,Oaxaca
67,2018,0.1110332,20,3rd quartile,Oaxaca
68,2018,-0.29731703,20,1st quartile,Oaxaca
69,2018,-0.07727766,20,1st quartile,Oaxaca
72,2018,0.58075333,20,4th quartile,Oaxaca
75,2018,0.16154766,20,3rd quartile,Oaxaca
79,2018,0.50607657,20,4th quartile,Oaxaca
83,2018,-0.007582903,20,2nd quartile,Oaxaca
91,2018,-0.12506413,20,1st quartile,Oaxaca
107,2018,0.22446156,20,4th quartile,Oaxaca
112,2018,0.24515486,20,4th quartile,Oaxaca
115,2018,0.28183436,20,4th quartile,Oaxaca
124,2018,0.31764841,20,4th quartile,Oaxaca
130,2018,0.8123374,20,4th quartile,Oaxaca
141,2018,-0.1959765,20,1st quartile,Oaxaca
150,2018,0.33644748,20,4th quartile,Oaxaca
153,2018,0.046251774,20,2nd quartile,Oaxaca
157,2018,0.19841862,20,4th quartile,Oaxaca
174,2018,0.31121349,20,4th quartile,Oaxaca
184,2018,0.008939982,20,2nd quartile,Oaxaca
185,2018,-0.85931015,20,1st quartile,Oaxaca
190,2018,-0.26791573,20,1st quartile,Oaxaca
198,2018,0.17732811,20,3rd quartile,Oaxaca
208,2018,0.16075444,20,3rd quartile,Oaxaca
217,2018,0.9786483,20,4th quartile,Oaxaca
225,2018,-0.11708832,20,1st quartile,Oaxaca
227,2018,0.18738627,20,3rd quartile,Oaxaca
248,2018,0.087337017,20,3rd quartile,Oaxaca
260,2018,0.94029164,20,4th quartile,Oaxaca
278,2018,-0.034421921,20,2nd quartile,Oaxaca
293,2018,0.076345205,20,3rd quartile,Oaxaca
295,2018,0.072505474,20,3rd quartile,Oaxaca
307,2018,0.077767372,20,3rd quartile,Oaxaca
309,2018,0.14998698,20,3rd quartile,Oaxaca
312,2018,0.15976572,20,3rd quartile,Oaxaca
318,2018,0.002966881,20,2nd quartile,Oaxaca
324,2018,-0.13928771,20,1st quartile,Oaxaca
330,2018,0.13080978,20,3rd quartile,Oaxaca
334,2018,0.15585446,20,3rd quartile,Oaxaca
344,2018,1.8148439,20,4th quartile,Oaxaca
348,2018,0.050282955,20,2nd quartile,Oaxaca
350,2018,0.31541991,20,4th quartile,Oaxaca
364,2018,0.34037781,20,4th quartile,Oaxaca
375,2018,-0.13304138,20,1st quartile,Oaxaca
381,2018,-0.36139345,20,1st quartile,Oaxaca
385,2018,0.12562418,20,3rd quartile,Oaxaca
387,2018,0.45860696,20,4th quartile,Oaxaca
390,2018,0.095722675,20,3rd quartile,Oaxaca
397,2018,0.064446449,20,2nd quartile,Oaxaca
398,2018,0.023788452,20,2nd quartile,Oaxaca
399,2018,-0.020672321,20,2nd quartile,Oaxaca
401,2018,-0.007455349,20,2nd quartile,Oaxaca
403,2018,0.019482851,20,2nd quartile,Oaxaca
406,2018,0.47784948,20,4th quartile,Oaxaca
409,2018,-0.032307863,20,2nd quartile,Oaxaca
413,2018,0.28698373,20,4th quartile,Oaxaca
414,2018,-0.21552849,20,1st quartile,Oaxaca
418,2018,0.57391334,20,4th quartile,Oaxaca
421,2018,-0.47513175,20,1st quartile,Oaxaca
441,2018,0.16666603,20,3rd quartile,Oaxaca
447,2018,-0.3160888,20,1st quartile,Oaxaca
466,2018,-0.2422601,20,1st quartile,Oaxaca
469,2018,-0.26180506,20,1st quartile,Oaxaca
480,2018,2.142041,20,4th quartile,Oaxaca
482,2018,-0.13158107,20,1st quartile,Oaxaca
493,2018,0.23925352,20,4th quartile,Oaxaca
500,2018,2.4686511,20,4th quartile,Oaxaca
506,2018,0.7999177,20,4th quartile,Oaxaca
515,2018,-0.35368824,20,1st quartile,Oaxaca
523,2018,0.70745945,20,4th quartile,Oaxaca
525,2018,0.51188254,20,4th quartile,Oaxaca
526,2018,0.88351607,20,4th quartile,Oaxaca
534,2018,1.4978658,20,4th quartile,Oaxaca
537,2018,-0.1193676,20,1st quartile,Oaxaca
543,2018,-1.0400881,20,1st quartile,Oaxaca
551,2018,0.075182915,20,3rd quartile,Oaxaca
553,2018,0.057141781,20,2nd quartile,Oaxaca
557,2018,0.088905334,20,3rd quartile,Oaxaca
559,2018,-0.41610146,20,1st quartile,Oaxaca
565,2018,0.33594298,20,4th quartile,Oaxaca
570,2018,0.25690222,20,4th quartile,Oaxaca
NA,2018,-0.12029862,20,1st quartile,Oaxaca
4,2018,-0.21913862,21,1st quartile,Puebla
6,2018,0.21716452,21,4th quartile,Puebla
8,2018,0.34795332,21,4th quartile,Puebla
10,2018,0.10375953,21,3rd quartile,Puebla
14,2018,0.097210646,21,3rd quartile,Puebla
15,2018,0.1638391,21,3rd quartile,Puebla
16,2018,0.5915401,21,4th quartile,Puebla
19,2018,-0.089176416,21,1st quartile,Puebla
26,2018,-0.46662784,21,1st quartile,Puebla
34,2018,0.003098488,21,2nd quartile,Puebla
36,2018,0.335706,21,4th quartile,Puebla
41,2018,0.19417262,21,3rd quartile,Puebla
45,2018,0.32586193,21,4th quartile,Puebla
48,2018,0.15091252,21,3rd quartile,Puebla
51,2018,0.26624656,21,4th quartile,Puebla
53,2018,0.16141438,21,3rd quartile,Puebla
58,2018,0.076237917,21,3rd quartile,Puebla
63,2018,0.15955305,21,3rd quartile,Puebla
65,2018,0.30604625,21,4th quartile,Puebla
69,2018,-0.23100185,21,1st quartile,Puebla
71,2018,0.53506923,21,4th quartile,Puebla
72,2018,0.23234701,21,4th quartile,Puebla
74,2018,0.060561657,21,2nd quartile,Puebla
79,2018,0.20490742,21,4th quartile,Puebla
82,2018,0.12253308,21,3rd quartile,Puebla
85,2018,-0.005502224,21,2nd quartile,Puebla
86,2018,-0.15497375,21,1st quartile,Puebla
87,2018,0.2078042,21,4th quartile,Puebla
89,2018,-0.1755197,21,1st quartile,Puebla
90,2018,-0.046591043,21,1st quartile,Puebla
94,2018,0.062003613,21,2nd quartile,Puebla
106,2018,0.17382717,21,3rd quartile,Puebla
111,2018,-0.062538862,21,1st quartile,Puebla
113,2018,0.43181992,21,4th quartile,Puebla
114,2018,0.10680914,21,3rd quartile,Puebla
118,2018,-0.13403034,21,1st quartile,Puebla
119,2018,-0.013170719,21,2nd quartile,Puebla
125,2018,0.082527637,21,3rd quartile,Puebla
129,2018,0.15683556,21,3rd quartile,Puebla
132,2018,-0.046574354,21,1st quartile,Puebla
134,2018,0.47519279,21,4th quartile,Puebla
136,2018,-0.083518505,21,1st quartile,Puebla
137,2018,0.011546612,21,2nd quartile,Puebla
140,2018,0.13996553,21,3rd quartile,Puebla
141,2018,0.024168015,21,2nd quartile,Puebla
143,2018,0.15103173,21,3rd quartile,Puebla
144,2018,0.30233788,21,4th quartile,Puebla
150,2018,0.39035678,21,4th quartile,Puebla
154,2018,0.18432975,21,3rd quartile,Puebla
156,2018,0.069081306,21,2nd quartile,Puebla
157,2018,-0.60189939,21,1st quartile,Puebla
163,2018,0.48062372,21,4th quartile,Puebla
172,2018,0.43822837,21,4th quartile,Puebla
174,2018,-0.15748596,21,1st quartile,Puebla
176,2018,-0.34114099,21,1st quartile,Puebla
177,2018,0.094875574,21,3rd quartile,Puebla
179,2018,-0.14921284,21,1st quartile,Puebla
186,2018,0.18503332,21,3rd quartile,Puebla
192,2018,0.10717297,21,3rd quartile,Puebla
197,2018,0.13832879,21,3rd quartile,Puebla
199,2018,0.26091027,21,4th quartile,Puebla
202,2018,0.86598933,21,4th quartile,Puebla
205,2018,0.42945576,21,4th quartile,Puebla
208,2018,0.17837095,21,3rd quartile,Puebla
213,2018,-0.28384042,21,1st quartile,Puebla
NA,2018,-0.11973977,21,1st quartile,Puebla
1,2018,0.25001884,22,4th quartile,Queretaro
2,2018,-0.23780847,22,1st quartile,Queretaro
3,2018,0.10184264,22,3rd quartile,Queretaro
4,2018,0.051777363,22,2nd quartile,Queretaro
5,2018,0.00232029,22,2nd quartile,Queretaro
6,2018,0.20257998,22,4th quartile,Queretaro
7,2018,0.098808289,22,3rd quartile,Queretaro
8,2018,0.018132448,22,2nd quartile,Queretaro
9,2018,-0.11479044,22,1st quartile,Queretaro
10,2018,0.14783025,22,3rd quartile,Queretaro
11,2018,0.10973215,22,3rd quartile,Queretaro
12,2018,0.15698957,22,3rd quartile,Queretaro
13,2018,-0.006615162,22,2nd quartile,Queretaro
14,2018,0.085847378,22,3rd quartile,Queretaro
15,2018,1.6326256,22,4th quartile,Queretaro
16,2018,0.11272931,22,3rd quartile,Queretaro
17,2018,0.069310665,22,2nd quartile,Queretaro
18,2018,0.231951,22,4th quartile,Queretaro
1,2018,0.055175781,23,2nd quartile,Quinta Roo
2,2018,-0.11935306,23,1st quartile,Quinta Roo
3,2018,0.23953152,23,4th quartile,Quinta Roo
4,2018,0.003209829,23,2nd quartile,Quinta Roo
5,2018,0.047306299,23,2nd quartile,Quinta Roo
6,2018,0.034042358,23,2nd quartile,Quinta Roo
7,2018,0.19999027,23,4th quartile,Quinta Roo
8,2018,0.1037674,23,3rd quartile,Quinta Roo
9,2018,0.23798895,23,4th quartile,Quinta Roo
10,2018,-0.086126328,23,1st quartile,Quinta Roo
11,2018,-0.067562342,23,1st quartile,Quinta Roo
3,2018,0.10860705,24,3rd quartile,San Luis Potosi
6,2018,0.45699835,24,4th quartile,San Luis Potosi
8,2018,0.33008671,24,4th quartile,San Luis Potosi
10,2018,0.1237886,24,3rd quartile,San Luis Potosi
11,2018,-0.082289696,24,1st quartile,San Luis Potosi
13,2018,0.042656898,24,2nd quartile,San Luis Potosi
14,2018,-0.74357748,24,1st quartile,San Luis Potosi
15,2018,0.73708546,24,4th quartile,San Luis Potosi
16,2018,0.2026701,24,4th quartile,San Luis Potosi
17,2018,-0.041071653,24,2nd quartile,San Luis Potosi
20,2018,0.21006632,24,4th quartile,San Luis Potosi
21,2018,-0.021389961,24,2nd quartile,San Luis Potosi
22,2018,-0.37724853,24,1st quartile,San Luis Potosi
23,2018,0.32972646,24,4th quartile,San Luis Potosi
24,2018,0.061012268,24,2nd quartile,San Luis Potosi
25,2018,0.21377587,24,4th quartile,San Luis Potosi
27,2018,0.30932379,24,4th quartile,San Luis Potosi
28,2018,0.05302906,24,2nd quartile,San Luis Potosi
29,2018,-0.2388823,24,1st quartile,San Luis Potosi
31,2018,1.080111,24,4th quartile,San Luis Potosi
32,2018,0.055667639,24,2nd quartile,San Luis Potosi
35,2018,0.098751783,24,3rd quartile,San Luis Potosi
36,2018,0.004085064,24,2nd quartile,San Luis Potosi
37,2018,0.055879831,24,2nd quartile,San Luis Potosi
38,2018,-0.1169548,24,1st quartile,San Luis Potosi
40,2018,-0.25940299,24,1st quartile,San Luis Potosi
41,2018,0.21826744,24,4th quartile,San Luis Potosi
42,2018,0.17757726,24,3rd quartile,San Luis Potosi
44,2018,-0.20042086,24,1st quartile,San Luis Potosi
47,2018,-1.6722667,24,1st quartile,San Luis Potosi
49,2018,0.076283932,24,3rd quartile,San Luis Potosi
50,2018,0.18918037,24,3rd quartile,San Luis Potosi
51,2018,-0.048372507,24,1st quartile,San Luis Potosi
52,2018,0.28200698,24,4th quartile,San Luis Potosi
53,2018,-0.21161199,24,1st quartile,San Luis Potosi
54,2018,-0.13122416,24,1st quartile,San Luis Potosi
55,2018,0.1948173,24,3rd quartile,San Luis Potosi
56,2018,-0.16265917,24,1st quartile,San Luis Potosi
57,2018,0.16138935,24,3rd quartile,San Luis Potosi
58,2018,-0.029437065,24,2nd quartile,San Luis Potosi
NA,2018,0.11205983,24,3rd quartile,San Luis Potosi
1,2018,0.073455572,25,3rd quartile,Sinaloa
2,2018,-0.16406274,25,1st quartile,Sinaloa
3,2018,-0.16528368,25,1st quartile,Sinaloa
4,2018,-0.1987772,25,1st quartile,Sinaloa
5,2018,0.11966825,25,3rd quartile,Sinaloa
6,2018,0.09922266,25,3rd quartile,Sinaloa
7,2018,-0.15504622,25,1st quartile,Sinaloa
8,2018,0.014415741,25,2nd quartile,Sinaloa
9,2018,0.081874132,25,3rd quartile,Sinaloa
10,2018,0.054246664,25,2nd quartile,Sinaloa
11,2018,0.028968811,25,2nd quartile,Sinaloa
12,2018,0.11294985,25,3rd quartile,Sinaloa
13,2018,0.37332487,25,4th quartile,Sinaloa
14,2018,0.085565567,25,3rd quartile,Sinaloa
15,2018,-0.000985861,25,2nd quartile,Sinaloa
18,2018,0.14691401,25,3rd quartile,Sinaloa
2,2018,0.079015017,26,3rd quartile,Sonora
4,2018,-0.14720011,26,1st quartile,Sonora
12,2018,0.10146117,26,3rd quartile,Sonora
17,2018,-0.08315134,26,1st quartile,Sonora
18,2018,-0.030671835,26,2nd quartile,Sonora
19,2018,0.1234386,26,3rd quartile,Sonora
25,2018,0.024888992,26,2nd quartile,Sonora
26,2018,0.068334579,26,2nd quartile,Sonora
29,2018,0.005201578,26,2nd quartile,Sonora
30,2018,0.041799784,26,2nd quartile,Sonora
32,2018,-0.49862146,26,1st quartile,Sonora
33,2018,0.1039629,26,3rd quartile,Sonora
38,2018,-0.2018764,26,1st quartile,Sonora
42,2018,0.026044607,26,2nd quartile,Sonora
43,2018,0.042205811,26,2nd quartile,Sonora
48,2018,-0.22258806,26,1st quartile,Sonora
52,2018,0.046524286,26,2nd quartile,Sonora
55,2018,0.11136961,26,3rd quartile,Sonora
58,2018,-0.074134588,26,1st quartile,Sonora
60,2018,-0.1687777,26,1st quartile,Sonora
69,2018,0.25256944,26,4th quartile,Sonora
71,2018,0.061202765,26,2nd quartile,Sonora
NA,2018,0.21718645,26,4th quartile,Sonora
1,2018,-0.085285664,27,1st quartile,Tabasco
2,2018,-0.072584867,27,1st quartile,Tabasco
3,2018,0.15882754,27,3rd quartile,Tabasco
4,2018,-0.056126118,27,1st quartile,Tabasco
5,2018,-0.0380795,27,2nd quartile,Tabasco
6,2018,-0.11832261,27,1st quartile,Tabasco
7,2018,0.033543587,27,2nd quartile,Tabasco
8,2018,-0.097505093,27,1st quartile,Tabasco
10,2018,0.1392324,27,3rd quartile,Tabasco
11,2018,-0.17661786,27,1st quartile,Tabasco
12,2018,-0.13442945,27,1st quartile,Tabasco
13,2018,-0.1643405,27,1st quartile,Tabasco
14,2018,-0.07669282,27,1st quartile,Tabasco
15,2018,-0.089817762,27,1st quartile,Tabasco
16,2018,-0.14765835,27,1st quartile,Tabasco
17,2018,0.12391162,27,3rd quartile,Tabasco
3,2018,0.17197156,28,3rd quartile,Tamaulipas
5,2018,0.49665999,28,4th quartile,Tamaulipas
6,2018,0.21184468,28,4th quartile,Tamaulipas
9,2018,0.096330404,28,3rd quartile,Tamaulipas
12,2018,0.05682826,28,2nd quartile,Tamaulipas
13,2018,0.33298993,28,4th quartile,Tamaulipas
15,2018,-0.019617558,28,2nd quartile,Tamaulipas
16,2018,0.19249916,28,3rd quartile,Tamaulipas
17,2018,-0.14443135,28,1st quartile,Tamaulipas
18,2018,0.34481478,28,4th quartile,Tamaulipas
21,2018,-0.062860012,28,1st quartile,Tamaulipas
22,2018,0.066365242,28,2nd quartile,Tamaulipas
25,2018,-0.39038038,28,1st quartile,Tamaulipas
27,2018,0.067233324,28,2nd quartile,Tamaulipas
29,2018,-0.11796355,28,1st quartile,Tamaulipas
30,2018,-0.43214417,28,1st quartile,Tamaulipas
32,2018,0.11237216,28,3rd quartile,Tamaulipas
33,2018,-0.18141031,28,1st quartile,Tamaulipas
34,2018,-0.36074638,28,1st quartile,Tamaulipas
37,2018,0.05279398,28,2nd quartile,Tamaulipas
38,2018,0.17595577,28,3rd quartile,Tamaulipas
40,2018,0.022001266,28,2nd quartile,Tamaulipas
41,2018,0.000924826,28,2nd quartile,Tamaulipas
43,2018,-0.25248551,28,1st quartile,Tamaulipas
NA,2018,-0.10042024,28,1st quartile,Tamaulipas
1,2018,0.27736545,29,4th quartile,Tlaxcala
2,2018,0.10392976,29,3rd quartile,Tlaxcala
3,2018,0.12444448,29,3rd quartile,Tlaxcala
4,2018,-0.063464403,29,1st quartile,Tlaxcala
5,2018,0.15846276,29,3rd quartile,Tlaxcala
6,2018,0.22174501,29,4th quartile,Tlaxcala
7,2018,0.34286833,29,4th quartile,Tlaxcala
8,2018,0.12342072,29,3rd quartile,Tlaxcala
9,2018,0.20849228,29,4th quartile,Tlaxcala
10,2018,0.12769198,29,3rd quartile,Tlaxcala
11,2018,0.24942183,29,4th quartile,Tlaxcala
13,2018,0.13082671,29,3rd quartile,Tlaxcala
14,2018,0.062992096,29,2nd quartile,Tlaxcala
15,2018,0.16266084,29,3rd quartile,Tlaxcala
17,2018,-0.052122116,29,1st quartile,Tlaxcala
18,2018,0.034169436,29,2nd quartile,Tlaxcala
19,2018,0.23409319,29,4th quartile,Tlaxcala
21,2018,0.13829017,29,3rd quartile,Tlaxcala
22,2018,0.077051401,29,3rd quartile,Tlaxcala
23,2018,-0.49517274,29,1st quartile,Tlaxcala
24,2018,-0.2079525,29,1st quartile,Tlaxcala
25,2018,0.12840724,29,3rd quartile,Tlaxcala
26,2018,0.17458153,29,3rd quartile,Tlaxcala
27,2018,0.13925529,29,3rd quartile,Tlaxcala
28,2018,-0.076709032,29,1st quartile,Tlaxcala
29,2018,0.063833237,29,2nd quartile,Tlaxcala
30,2018,-0.22392845,29,1st quartile,Tlaxcala
31,2018,0.11297727,29,3rd quartile,Tlaxcala
32,2018,-0.27085948,29,1st quartile,Tlaxcala
33,2018,0.067307711,29,2nd quartile,Tlaxcala
34,2018,0.073446512,29,3rd quartile,Tlaxcala
35,2018,0.23123932,29,4th quartile,Tlaxcala
36,2018,0.083541632,29,3rd quartile,Tlaxcala
37,2018,0.1762712,29,3rd quartile,Tlaxcala
38,2018,0.37888408,29,4th quartile,Tlaxcala
39,2018,0.055324078,29,2nd quartile,Tlaxcala
40,2018,0.2304461,29,4th quartile,Tlaxcala
41,2018,0.19542313,29,4th quartile,Tlaxcala
42,2018,0.042668819,29,2nd quartile,Tlaxcala
43,2018,0.060096025,29,2nd quartile,Tlaxcala
44,2018,0.19314289,29,3rd quartile,Tlaxcala
45,2018,0.2938683,29,4th quartile,Tlaxcala
46,2018,0.43741131,29,4th quartile,Tlaxcala
48,2018,0.12113094,29,3rd quartile,Tlaxcala
49,2018,0.065137625,29,2nd quartile,Tlaxcala
50,2018,-0.024119139,29,2nd quartile,Tlaxcala
53,2018,0.31450534,29,4th quartile,Tlaxcala
54,2018,0.24007201,29,4th quartile,Tlaxcala
55,2018,0.08979249,29,3rd quartile,Tlaxcala
56,2018,0.047749519,29,2nd quartile,Tlaxcala
58,2018,-0.053210258,29,1st quartile,Tlaxcala
59,2018,0.11702323,29,3rd quartile,Tlaxcala
NA,2018,0.031229258,29,2nd quartile,Tlaxcala
3,2018,0.029182434,30,2nd quartile,Veracruz
11,2018,0.11105752,30,3rd quartile,Veracruz
12,2018,0.25164914,30,4th quartile,Veracruz
15,2018,0.17417789,30,3rd quartile,Veracruz
16,2018,0.056903601,30,2nd quartile,Veracruz
20,2018,NA,30,NA,Veracruz
21,2018,-0.30316448,30,1st quartile,Veracruz
22,2018,0.026192904,30,2nd quartile,Veracruz
26,2018,-0.010559559,30,2nd quartile,Veracruz
28,2018,0.059022665,30,2nd quartile,Veracruz
31,2018,-0.15445447,30,1st quartile,Veracruz
32,2018,-0.40941834,30,1st quartile,Veracruz
34,2018,-0.10215974,30,1st quartile,Veracruz
35,2018,0.34698415,30,4th quartile,Veracruz
38,2018,0.076568842,30,3rd quartile,Veracruz
39,2018,0.25008273,30,4th quartile,Veracruz
40,2018,-0.16305113,30,1st quartile,Veracruz
43,2018,0.59418368,30,4th quartile,Veracruz
44,2018,-0.06935668,30,1st quartile,Veracruz
45,2018,0.025835276,30,2nd quartile,Veracruz
46,2018,-0.18583632,30,1st quartile,Veracruz
48,2018,0.007145643,30,2nd quartile,Veracruz
49,2018,-0.26996064,30,1st quartile,Veracruz
53,2018,-0.051520586,30,1st quartile,Veracruz
54,2018,0.009803295,30,2nd quartile,Veracruz
55,2018,-0.15483928,30,1st quartile,Veracruz
58,2018,-0.71485972,30,1st quartile,Veracruz
60,2018,0.35725355,30,4th quartile,Veracruz
61,2018,-0.19642568,30,1st quartile,Veracruz
65,2018,0.1488626,30,3rd quartile,Veracruz
66,2018,0.35491705,30,4th quartile,Veracruz
68,2018,-0.046259403,30,1st quartile,Veracruz
70,2018,0.32750225,30,4th quartile,Veracruz
71,2018,-0.15062237,30,1st quartile,Veracruz
73,2018,-0.41261363,30,1st quartile,Veracruz
76,2018,0.28377724,30,4th quartile,Veracruz
77,2018,-0.021100044,30,2nd quartile,Veracruz
79,2018,-0.1225431,30,1st quartile,Veracruz
80,2018,0.2439487,30,4th quartile,Veracruz
83,2018,-0.36311316,30,1st quartile,Veracruz
85,2018,0.5309217,30,4th quartile,Veracruz
86,2018,0.14201951,30,3rd quartile,Veracruz
87,2018,-0.20903492,30,1st quartile,Veracruz
89,2018,0.14112401,30,3rd quartile,Veracruz
92,2018,0.061704874,30,2nd quartile,Veracruz
94,2018,0.12997794,30,3rd quartile,Veracruz
97,2018,0.28225803,30,4th quartile,Veracruz
98,2018,0.064207315,30,2nd quartile,Veracruz
102,2018,0.011996984,30,2nd quartile,Veracruz
104,2018,-0.040857315,30,2nd quartile,Veracruz
105,2018,0.51700544,30,4th quartile,Veracruz
108,2018,-0.001459599,30,2nd quartile,Veracruz
109,2018,-0.004132748,30,2nd quartile,Veracruz
112,2018,0.37796116,30,4th quartile,Veracruz
115,2018,0.50377893,30,4th quartile,Veracruz
118,2018,-0.2406342,30,1st quartile,Veracruz
123,2018,0.14005089,30,3rd quartile,Veracruz
124,2018,0.075842381,30,3rd quartile,Veracruz
125,2018,0.071582079,30,2nd quartile,Veracruz
126,2018,0.19166827,30,3rd quartile,Veracruz
127,2018,0.025492191,30,2nd quartile,Veracruz
